prompt,result
应用指征为：在气道峰压＞2.5kPa（25cmH<sub>2</sub>O），顺应性＜0.5ml/（cmH<sub>2</sub>O•kg），氧合指数（OI）＞10，且持续低氧血症不得改善（＞6～12小时），排除由于呼吸机参数调节不当时，可以气道内滴入肺表面活性物质50～200mg/kg，必要时可以间隔6～12小时，再给予2～3次，每次100mg/kg，以获得迅速改善氧合、降低供氧浓度、缩短呼吸机治疗时间、提高存活率等效果。,"[{'type': 'Disease', 'response': ['低氧血症']}, {'type': 'Drug', 'response': ['肺表面活性物质']}, {'type': 'Symptom', 'response': ['None']}]"
3.糖皮质激素虽然持续的过度炎症反应和肺纤维化是导致晚期病情恶化和治疗困难的重要原因，但目前争论颇多，除了过敏、肾上腺皮质功能不全、感染性休克合并的ARDS，不宜常规使用糖皮质激素治疗，尤其是晚期ARDS。,"[{'type': 'Disease', 'response': ['感染性休克', '肾上腺皮质功能不全', '过敏', '肺纤维化', 'ARDS', '症状', '病情恶化', '炎症']}, {'type': 'Drug', 'response': ['糖皮质激素']}, {'type': 'Symptom', 'response': ['None']}]"
此外，获得性抽动障碍包括药物性（左旋多巴、抗精神病药物以及抗惊厥药）、外伤引发的抽动障碍，脑炎、风湿性舞蹈病以及皮质纹状体脊髓变性等感染性疾病，发育异常，精神发育异常，孤独症，卒中（中风），累及基底神经节的变性病（如帕金森病和进行性核上性麻痹），中毒（如一氧化碳中毒）。,"[{'type': 'Disease', 'response': ['进行性核上性麻痹', '中风', '脑炎', '一氧化碳中毒', '紧张症', '感染', '脑膜炎', '累及基底神经节的变性病', '皮质纹状体脊髓变性', '药物性（左旋多巴、抗精神病药物以及抗惊厥药）、外伤引发的抽动障碍', '发育异常', '孤独症', '脑膜炎', '紧张', '特发性抽动障碍', '脑炎、风湿性舞蹈病', '紧张症', '病毒感染', '中毒', '卒中（中风）', '一氧化碳中毒', '精神发育异常', '特发性抽动障碍', '脑膜炎', '紧张症', '特发性抽动障碍', '脑炎、风湿性舞蹈病以及皮质纹状体脊髓变性']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['None']}]"
吩噻嗪（phenothiazine）治疗精神病时的副作用可为抽动样多动。,"[{'type': 'Disease', 'response': ['精神病']}, {'type': 'Drug', 'response': ['酮噻嗪', 'phenothiazine']}, {'type': 'Symptom', 'response': ['None']}]"
WD的实验室诊断依据包括血清铜蓝蛋白和血铜氧化酶的降低、24小时尿铜增加肝铜含量增加K-F环阳性WD的治疗包括螯合剂（青霉胺及曲恩汀）、锌剂、低铜饮食以及肝脏移植。,"[{'type': 'Disease', 'response': ['WD']}, {'type': 'Drug', 'response': ['锌剂', '青霉胺', '螯合剂', '曲恩汀', '锌']}, {'type': 'Symptom', 'response': ['24小时尿铜增加', '肝铜含量增加', '血清铜蓝蛋白和血铜氧化酶的降低', 'K-F环阳性', '肝脏移植', 'WD的实验室诊断']}]"
（一）螯合剂青霉胺可通过与铜螯合促进WD患儿尿铜排泄增加铜在症状前患者体内的蓄积。,"[{'type': 'Disease', 'response': ['WD']}, {'type': 'Drug', 'response': ['青霉胺', '铜螯合']}, {'type': 'Symptom', 'response': ['None']}]"
因此，有报道20%有明显神经系统症状WD患儿接受青霉胺治疗后反而神经系统症状铜含量降低到一定程度（血清游离铜含量＜10mg/dl，尿铜排泄＜80mg/d），则给予常规治疗剂量的一半终身维持治疗。,"[{'type': 'Disease', 'response': ['WD']}, {'type': 'Drug', 'response': ['青霉胺']}, {'type': 'Symptom', 'response': ['None']}]"
在应用青霉胺治疗的过程中，需定期监测尿常规和血常规，因为过敏反应如发热、皮疹、淋巴结病以及血恶液质等不良反应较为常见。,"[{'type': 'Disease', 'response': ['过敏反应', '淋巴结病']}, {'type': 'Drug', 'response': ['青霉胺']}, {'type': 'Symptom', 'response': ['血恶液质', '发热', '血常规异常', '皮疹']}]"
曲恩汀也是一种络合剂，可促进铜的排出，有时可作为伴有神经系统症状WD患者的一线药物，对各型患者均有效，一般剂量为40～50mg/（kg•d）。,"[{'type': 'Disease', 'response': ['WD']}, {'type': 'Drug', 'response': ['络合剂', '曲恩汀']}, {'type': 'Symptom', 'response': ['None']}]"
某些患者应用后出现血浆铁浓度下降青霉胺同时加用维生素B6</sub>，可避免维生素B6</sub>缺乏引起的癫痫发作，服用时加用左旋多巴疗效更好。,"[{'type': 'Disease', 'response': ['癫痫']}, {'type': 'Drug', 'response': ['维生素B6', '青霉胺', '左旋多巴', '血浆铁']}, {'type': 'Symptom', 'response': ['None']}]"
3.除严重肢体痉挛、畸形、严重构音障碍的脑型患者及对青霉胺过敏的患者慎用或不用外，其他类型患者均适用青霉胺。,"[{'type': 'Disease', 'response': ['畸形', '构音障碍', '脑型', '严重肢体痉挛']}, {'type': 'Drug', 'response': ['青霉胺']}, {'type': 'Symptom', 'response': ['None']}]"
综上所述，目前对SSPE的诊断只要具备相应的临床表现（不一定十分典型）以及脑脊液麻疹抗体升高两项条件即可建立诊断，如果还具备一些支持条件如麻疹病史或接种史、典型分期、脑电图异常脑脊液球蛋白升高异丙肌苷（isoprinosine）可能增加病人存活时间，对改善某些症状有所益处。,"[{'type': 'Disease', 'response': ['SSPE']}, {'type': 'Drug', 'response': ['异丙肌苷', 'isoprinosine']}, {'type': 'Symptom', 'response': ['脑脊液麻疹抗体升高', '脑电图异常脑脊液球蛋白升高']}]"
（一）感染儿童肾移植后的感染包括：细菌、真菌、病毒以及原虫等，多发生于尿路、肺部、伤口、动静脉瘘及中枢神经系统，其诱因包括导尿管的持续放置、大剂量激素的应用、粒细胞缺乏、肾周脓肿、尿瘘及糖尿病等。,"[{'type': 'Disease', 'response': ['感染', '糖尿病', '肾周脓肿', '尿瘘', '大剂量激素的应用', '肾移植', '病毒', '纤维瘤', '细菌', '真菌', '伤口', '肺部', '儿童', '动静脉瘘', '粒细胞缺乏', '伤口、动静脉瘘及中枢神经系统', '肾移植后的感染']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['None']}]"
高血压常见于术后早期，与继发性肾动脉狭窄、大量糖皮质激素应用及排斥反应有关。,"[{'type': 'Disease', 'response': ['继发性肾动脉狭窄', '高血压']}, {'type': 'Drug', 'response': ['糖皮质激素']}, {'type': 'Symptom', 'response': ['None']}]"
DDAVP0.2～0.3μg/kg皮下注射或溶于20ml生理盐水中缓慢静注，可使60%～70%的储存池病病人改善临床出血症状，出血时间缩短或恢复正常，但对BSS及GT病人常无效。,"[{'type': 'Disease', 'response': ['BSS', 'GT', '储存池病']}, {'type': 'Drug', 'response': ['DDAVP', '生理盐水']}, {'type': 'Symptom', 'response': ['None']}]"
维生素B<sub>1</sub>缺乏使胃液中酸度降低，从而在胃肠道中维生素B<sub>1</sub>复合物内的维生素B<sub>1</sub>释放减少，影响了维生素B<sub>1</sub>的吸收。,"[{'type': 'Disease', 'response': ['None']}, {'type': 'Drug', 'response': ['维生素B<sub>1</sub>']}, {'type': 'Symptom', 'response': ['胃液中酸度降低', '维生素B<sub>1</sub>缺乏', '在胃肠道中维生素B<sub>1</sub>复合物内的维生素B<sub>1</sub>释放减少']}]"
（三）维生素B<sub>1</sub>药物的需要量增加儿童生长发育速度较快，需要量也相对较多；如小儿患结核、麻疹、水痘、肺炎以及高热时，或患有如甲状腺功能亢进等代谢率增加的疾病时，维生素B<sub>1</sub>的消耗增加，如此时未予及时补充，则造成维生素B<sub>1</sub>的缺乏。,"[{'type': 'Disease', 'response': ['麻疹', '肺炎', '高热', '甲状腺功能亢进', '结核']}, {'type': 'Drug', 'response': ['维生素B<sub>1</sub>']}, {'type': 'Symptom', 'response': ['None']}]"
对大剂量维生素B<sub>1</sub>治疗有效者考虑为维生素B<sub>1</sub>代谢有缺陷，对维生素B<sub>1</sub>无效者可能为丙酮酸脱羧酶缺少。,"[{'type': 'Disease', 'response': ['维生素B<sub>1</sub>代谢有缺陷', '丙酮酸脱羧酶缺少']}, {'type': 'Drug', 'response': ['维生素B<sub>1</sub>']}, {'type': 'Symptom', 'response': ['None']}]"
患者是否存在硫胺素需要量增加的因素，如生长发育阶段、发热及甲状腺功能亢进等。,"[{'type': 'Disease', 'response': ['甲状腺功能亢进']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['硫胺素需要量增加', '发热']}]"
非HIV感染伴有中枢神经系统或其他症状的播散性隐球菌感染患者可用两性霉素B和氟胞嘧啶联合治疗。,"[{'type': 'Disease', 'response': ['播散性隐球菌感染', '非HIV感染']}, {'type': 'Drug', 'response': ['氟胞嘧啶', '两性霉素B']}, {'type': 'Symptom', 'response': ['None']}]"
当分流量＞30%，为严重低氧血症，只有吸入高浓度氧（FiO2</sub>＞0.5）才能维持。,"[{'type': 'Disease', 'response': ['严重低氧血症']}, {'type': 'Drug', 'response': ['高浓度氧']}, {'type': 'Symptom', 'response': ['None']}]"
4.药物性血小板减少性紫癜分为两种：①先天性：孕母多为过敏体质，在孕后期用过某种药物而被致敏，当再用同一药物时，会产生大量IgG抗体，通过胎盘进入胎儿，破坏血小板；②后天性：出生后新生儿用某些药物，如磺胺、地高辛、吲哚美辛等，产生抗血小板抗体，破坏血小板。,"[{'type': 'Disease', 'response': ['药物性血小板减少性紫癜', '前生性：出生后新生儿用某些药物，如磺胺、地高辛、吲哚美辛等，产生抗血小板抗体', '制, 损害血小板', '后天性', '多为过敏体质', '被致敏']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['产生大量IgG抗体，通过胎盘进入胎儿，破坏血小板']}]"
（二）胃酸部分FD的患者会出现溃疡样症状，如饥饿痛，在进食后渐缓解，腹部有指点压痛制酸剂或抑酸药物症状可在短期内缓解。,"[{'type': 'Disease', 'response': ['溃疡', 'FD']}, {'type': 'Drug', 'response': ['制酸剂', '抑酸药物']}, {'type': 'Symptom', 'response': ['None']}]"
（三）溃疡样消化不良主要表现与十二指肠溃疡特点相同，夜间痛，饥饿痛，进食或服抗酸剂能缓解，可伴有反酸，少数患者伴胃灼热症状呈慢性周期性。,"[{'type': 'Disease', 'response': ['溃疡样消化不良', '十二指肠溃疡']}, {'type': 'Drug', 'response': ['抗酸剂']}, {'type': 'Symptom', 'response': ['None']}]"
5.抗焦虑药国内有人使用小剂量多虑平和多潘立酮结合心理疏导治疗功能性消化不良患者，发现对上腹痛嗳气等症状有明显的缓解作用，较之不使用多虑平的患者有明显提高。,"[{'type': 'Disease', 'response': ['功能性消化不良']}, {'type': 'Drug', 'response': ['小剂量多虑平', '多潘立酮']}, {'type': 'Symptom', 'response': ['None']}]"
钙离子拮抗剂（尼莫地平和氟桂利嗪）可以抑制钙离子内流，保护受损神经细胞，同时可预防血管痉挛及防治其引起的脑局部缺血缺氧；辅以使用自由基清除剂及维生素E，具有稳定细胞膜作用；根据癫痫的神经免疫损伤机制，有人主张静脉注射丙种球蛋白添加治疗婴儿痉挛与Lennox-Gastaut综合征［0.4g/（kg•d）×5天/疗程］取得一定疗效。,"[{'type': 'Disease', 'response': ['癫痫', '神经免疫损伤', '婴儿痉挛', '运动神经元坏死', 'Lennox-Gastaut综合征', '脑局部缺血缺氧', '神经细胞坏死']}, {'type': 'Drug', 'response': ['氟桂利嗪', '维生素E', '钙离子拮抗剂', '自由基清除剂', '丙种球蛋白', '尼莫地平']}, {'type': 'Symptom', 'response': ['None']}]"
粒细胞缺乏症多发生在服药开始几周或几个月，常伴有发热，故在治疗最初期间，应经常复查血常规，一旦白细胞低于4×109</sup>/L，应减少或停服抗甲状腺药物，并给予升白细胞药物（如鲨肝醇、利血生及MG-CSF等）治疗。,"[{'type': 'Disease', 'response': ['粒细胞缺乏症']}, {'type': 'Drug', 'response': ['升白细胞药物', 'MG-CSF', '鲸肝醇', '利血生', '抗甲状腺药物']}, {'type': 'Symptom', 'response': ['None']}]"
5.治疗过程中若出现甲低、甲状腺肿大或者突眼更明显者，应加服甲状腺素，并酌情减少甲巯咪唑用量。,"[{'type': 'Disease', 'response': ['甲低', '甲状腺肿大', '甲状腺素', '突眼']}, {'type': 'Drug', 'response': ['甲巯咪唑']}, {'type': 'Symptom', 'response': ['None']}]"
CT见肿瘤为高密度或等密度影，类圆形，边界清楚，周围水肿常为低密度。MRI瘤体呈长T1与长T2信号，注射Gd-DTPA（顺磁剂）后明显均一强化，少数可见厚薄不均的环状强化。,"[{'type': 'Disease', 'response': ['肿瘤']}, {'type': 'Drug', 'response': ['Gd-DTPA', '顺磁剂']}, {'type': 'Symptom', 'response': ['CT见肿瘤为高密度或等密度影，类圆形，边界清楚，周围水肿常为低密度', 'MRI瘤体呈长T1与长T2信号，注射Gd-DTPA（顺磁剂）后明显均一强化，少数可见厚薄不均的环状强化']}]"
（二）24小时尿钙测定定量当尿Ca＞4mg/（kg•d），可诊断高钙尿症，但尿钙排出量是受多种因素影响，如饮食中钙、钠、磷及蛋白质的含量，维生素D的摄入量等，一般上述检查应重复2次以上，排除各种已知病因引起的高钙尿后，可诊断为特发性高钙尿。,"[{'type': 'Disease', 'response': ['高钙尿', '高钙尿症', '特发性高钙尿']}, {'type': 'Drug', 'response': ['维生素D']}, {'type': 'Symptom', 'response': ['None']}]"
（四）口服锌或铁剂可减少钙的吸收而降低尿钙，适用于低锌血症或缺铁性贫血患儿。,"[{'type': 'Disease', 'response': ['缺铁性贫血', '低锌血症']}, {'type': 'Drug', 'response': ['铁剂', '锌']}, {'type': 'Symptom', 'response': ['None']}]"
尤其当胃肠道功能不成熟或者因疾病或手术前后不能耐受正常喂养时，往往营养素的需求是得不到满足的，可迅速发展为蛋白质-热能营养不良。,"[{'type': 'Disease', 'response': ['蛋白质-热能营养不良']}, {'type': 'Drug', 'response': ['营养素']}, {'type': 'Symptom', 'response': ['None']}]"
有高钙尿症者还需口服氢氯噻嗪，降低尿钙，以免形成肾脏钙化及肾结石。,"[{'type': 'Disease', 'response': ['高钙尿症', '肾结石']}, {'type': 'Drug', 'response': ['氢氯噻嗪']}, {'type': 'Symptom', 'response': ['None']}]"
糖皮质激素治疗RA价值有争议，成人RA的“强化治疗”理念认为“应依据病情活动度制订个体化的早期联合治疗方案，此后密切随访，根据疗效及时调整用药，使患者的病情活动度能在最快时间内达临床缓解，防止关节破坏及关节外损伤”。,"[{'type': 'Disease', 'response': ['关节外损伤', 'RA', '成人RA', '关节破坏']}, {'type': 'Drug', 'response': ['糖皮质激素']}, {'type': 'Symptom', 'response': ['None']}]"
内科的抗心力衰竭治疗包括地高辛及利尿剂的应用；在伴有主动脉弓中断时还应临时应用前列腺素E1，以保持动脉导管开放直至手术。,"[{'type': 'Disease', 'response': ['None']}, {'type': 'Drug', 'response': ['地高辛', '利尿剂', '前列腺素E1', '病人', '动脉导管']}, {'type': 'Symptom', 'response': ['None']}]"
对严重低白蛋白血症，或伴低血容量表现者可输注无盐白蛋白。,"[{'type': 'Disease', 'response': ['低白蛋白血症', '伴低血容量']}, {'type': 'Drug', 'response': ['无盐白蛋白']}, {'type': 'Symptom', 'response': ['None']}]"
处理原则与一般心力衰竭及心源性休克相似，包括洋地黄的应用、血管扩张剂、磷酸二酯酶抑制剂、利尿剂及扩容纠正酸中毒等，但在洋地黄应用时应注意在病毒性心肌炎急性期，心肌对洋地黄敏感，易出现毒性反应，应避免快饱和，用药剂量也应适当减少。,"[{'type': 'Disease', 'response': ['病毒性心肌炎', '心源性休克', '心力衰竭', '酸中毒']}, {'type': 'Drug', 'response': ['洋地黄', '磷酸二酯酶抑制剂', '利尿剂', '血管扩张剂']}, {'type': 'Symptom', 'response': ['None']}]"
有人用1-1羟化维生素D3治疗18例JAS，发现该药可降低CD4/CD8比例，血清IgG下降，骨质疏松减轻。,"[{'type': 'Disease', 'response': ['JAS', '骨质疏松']}, {'type': 'Drug', 'response': ['1-1羟化维生素D3']}, {'type': 'Symptom', 'response': ['None']}]"
（7）内皮素拮抗剂：内皮素为强烈的血管收缩剂，在PPHN患者血浆内皮素（ET-1）水平增高，在成人肺动脉高压，口服内皮素受体拮抗剂波生坦（bosentan）已用于临床。,"[{'type': 'Disease', 'response': ['肺动脉高压', '内皮素', '血管收缩', 'PPHN']}, {'type': 'Drug', 'response': ['bosentan', '内皮素受体拮抗剂', '内皮素', '内皮素拮抗剂', '波生坦']}, {'type': 'Symptom', 'response': ['None']}]"
咽痛者可含服咽喉片，严重者适当应用对乙酰氨基酚或布洛芬；如发生高热惊厥可予镇静、止惊等处理。,"[{'type': 'Disease', 'response': ['惊厥', '高热']}, {'type': 'Drug', 'response': ['布洛芬', '咽喉片', '对乙酰氨基酚']}, {'type': 'Symptom', 'response': ['None']}]"
细菌感染者，或病情重、有继发细菌感染可能，或有并发症者可选用抗菌药物，常用青霉素，疗程3～5日。,"[{'type': 'Disease', 'response': ['继发细菌感染', '细菌感染']}, {'type': 'Drug', 'response': ['青霉素', '抗菌药物']}, {'type': 'Symptom', 'response': ['None']}]"
原发性为常染色体显性或隐性遗传，继发性者常是由于其他疾病影响到肾小管功能所致，可见于高丙种球蛋白血症、原发性甲状旁腺功能亢进、维生素D中毒、移植肾排斥反应、髓质海绵肾、梗阻性肾病、特发性高钙尿症肾钙化、Wilson病、失盐性先天性肾上腺皮质增生症、药物及毒素导致肾损害（如锂、两性霉素B、甲苯及地高辛等）。,"[{'type': 'Disease', 'response': ['髓质海绵肾', '特发性高钙尿症肾钙化', '梗阻性肾病', 'Wilson病', '肾损害', '肾小管功能', '失盐性先天性肾上腺皮质增生症', '原发性甲状旁腺功能亢进', '维生素D中毒', '高丙种球蛋白血症', '移植肾排斥反应', '两性霉素B', '球蛋白及毒素', '甲苯', '地高辛', '先天性肾上腺皮质增生症', '原发性为常染色体显性或隐性遗传']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['None']}]"
该类药物可单纯使用或与DDAVP合用；②口服避孕药：用于治疗月经过多；③肾上腺皮质激素：对产生vWF抗体者更为有效；④因慢性缺铁引起缺铁性贫血者，应给予铁剂治疗。,"[{'type': 'Disease', 'response': ['缺铁性贫血', '月经过多']}, {'type': 'Drug', 'response': ['肾上腺皮质激素', '避孕药', 'DDAVP', '铁剂']}, {'type': 'Symptom', 'response': ['None']}]"
放线菌素D可引起恶心、呕吐、口腔炎、腹泻、脱发和骨髓抑制等。,"[{'type': 'Disease', 'response': ['口腔炎', '腹泻']}, {'type': 'Drug', 'response': ['放线菌素D']}, {'type': 'Symptom', 'response': ['None']}]"
此外，还可见于低钾血症、深睡、昏迷、休克以及用大量镇静药等。,"[{'type': 'Disease', 'response': ['低钾血症', '休克']}, {'type': 'Drug', 'response': ['镇静药']}, {'type': 'Symptom', 'response': ['None']}]"
但当内外环境发生变化，身体防御能力下降时，如感冒、发热、感染、滥用抗生素及（或）肾上腺皮质激素、化疗和放疗等，口腔内细菌增殖活跃，毒力增强，菌群关系失调，就可发病。,"[{'type': 'Disease', 'response': ['感染', '发热', '感冒']}, {'type': 'Drug', 'response': ['肾上腺皮质激素', '抗生素']}, {'type': 'Symptom', 'response': ['None']}]"
临床特征为应用脂肪乳剂期间，患儿出现头痛、呕吐、贫血、血小板下降、凝血酶原时间延长、自发性出血、DIC及肝功能损害（表现为肝大、黄疸和血GPT升高）等，有作者称上述表现为脂肪超载综合征。,"[{'type': 'Disease', 'response': ['贫血', '脂肪超载综合征', '肝功能损害', 'DIC', '胆汁淤积综合征', '血小板下降', '肝大', '黄疸', '自发性出血', '头痛', '血GPT升高', '血小板下降、凝血酶原时间延长、自发性出血、DIC']}, {'type': 'Drug', 'response': ['脂肪乳剂']}, {'type': 'Symptom', 'response': ['None']}]"
根据目前国内检出病原（肺炎链球菌、脑膜炎双球菌及流感杆菌为主），首选头孢三嗪或头孢噻肟，头孢三嗪［100mg/（kg•d），分2次］，具有广谱、高效、半衰期长、对革兰阴性杆菌作用效果好以及使用方便等优点，已成为治疗婴幼儿化脓性脑膜炎的常用药物，但其可与胆红素竞争白蛋白，有增加核黄疸的危险，在新生儿黄疸时少用。,"[{'type': 'Disease', 'response': ['新生儿黄疸', '脑膜炎', '化脓性脑膜炎', '核黄疸', '肺炎链球菌', '流感杆菌', '胆红素', '脑膜炎双球菌']}, {'type': 'Drug', 'response': ['头孢噻肟', '头孢三嗪']}, {'type': 'Symptom', 'response': ['None']}]"
约有10%的川崎病患者尽管使用了免疫球蛋白但仍有持续发热。,"[{'type': 'Disease', 'response': ['川崎病']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['持续发热']}]"
那些没有冠状动脉受累的患者或仅有急性期暂时性冠状动脉狭窄的患者不需要长期使用阿司匹林。,"[{'type': 'Disease', 'response': ['急性期暂时性冠状动脉狭窄']}, {'type': 'Drug', 'response': ['阿司匹林']}, {'type': 'Symptom', 'response': ['None']}]"
有冠状动脉持续狭窄或动脉瘤形成的患者，阿司匹林必须长期使用。,"[{'type': 'Disease', 'response': ['动脉瘤', '冠状动脉持续狭窄']}, {'type': 'Drug', 'response': ['阿司匹林']}, {'type': 'Symptom', 'response': ['None']}]"
正常菌群对肠黏液的正常发育有显著影响；同时参与食物的消化和吸收过程，双歧杆菌能分泌各种酶，将不溶性蛋白、脂肪和糖变为可溶性，以利新陈代谢；双歧杆菌促进铁、钙和维生素D吸收，防止佝偻病；双歧杆菌和大肠杆菌还可合成B族和K族维生素；正常菌群不仅是抗原，而且具有调节产生抗体的B细胞和T辅助细胞、巨噬细胞和肥大细胞的功能，产生特异和非特异性免疫功能，对侵入肠道的致病菌有一定的拮抗作用；当然在人体抵抗力下降或消化道功能紊乱时，菌群中许多致病菌大量繁殖进入小肠、胃或者肠管以外脏器，发生内源性感染。,"[{'type': 'Disease', 'response': ['佝偻病', '内源性感染', '消化道功能紊乱']}, {'type': 'Drug', 'response': ['铁', '钙', '维生素D']}, {'type': 'Symptom', 'response': ['None']}]"
3.目前对IAHS尚无特殊的治疗，若有EBV、CMV、腺病毒或其他病毒感染征象，则可考虑使用抗病毒药物如阿昔洛韦及干扰能联合治疗，也可同时考虑以上化疗以抑制病毒感染后异常反应的组织细胞。,"[{'type': 'Disease', 'response': ['EBV', '病毒感染', 'IAHS', 'CMV', '病毒感染征象', '组织细胞']}, {'type': 'Drug', 'response': ['阿昔洛韦', '干扰']}, {'type': 'Symptom', 'response': ['None']}]"
腹泻常见于90%患儿，可由多种因素所致，如大片肠黏膜功能紊乱、胆盐吸收障碍、细菌过度生长以及炎症性蛋白丢失等。,"[{'type': 'Disease', 'response': ['大片肠黏膜功能紊乱', '胆盐吸收障碍', '细菌过度生长', '炎症性蛋白丢失', '腹泻']}, {'type': 'Drug', 'response': ['None']}, {'type': 'Symptom', 'response': ['丢失']}]"
IBD患儿中生长激素水平是正常的，生长迟缓的原因是由于吸收不良，蛋白质丢失、热量摄入不足、蛋白质分解增加、多种维生素及微量元素缺乏等。,"[{'type': 'Disease', 'response': ['IBD']}, {'type': 'Drug', 'response': ['维生素', '微量元素']}, {'type': 'Symptom', 'response': ['吸收不良', '生长激素水平是正常的', '多种维生素及微量元素缺乏', '生长迟缓', '蛋白质丢失', '热量摄入不足', '蛋白质分解增加']}]"
频繁呕吐者应用适量解痉剂，并发感染者加用抗生素如甲硝唑等。,"[{'type': 'Disease', 'response': ['感染']}, {'type': 'Drug', 'response': ['甲硝唑', '解痉剂', '抗生素']}, {'type': 'Symptom', 'response': ['None']}]"
对结核性胸膜炎，在抗结核治疗同时可加用肾上腺皮质激素，以减轻中毒症状，促进胸水吸收，减少胸膜增厚和粘连的发生。,"[{'type': 'Disease', 'response': ['中毒', '结核', '胸膜增厚和粘连', '结核性胸膜炎']}, {'type': 'Drug', 'response': ['肾上腺皮质激素']}, {'type': 'Symptom', 'response': ['None']}]"
双嘧达莫（潘生丁）有抗血小板凝聚和扩张血管的作用，在DIC的治疗中也可取得良好效果，用法：10ml/（kg•d），静脉滴注。,"[{'type': 'Disease', 'response': ['DIC']}, {'type': 'Drug', 'response': ['双嘧达莫', '潘生丁']}, {'type': 'Symptom', 'response': ['None']}]"
若存在酸中毒，应静脉给予足量的碳酸氢钠，因为在这类疾病中有机酸和乳酸代谢产物是进行性增加的。,"[{'type': 'Disease', 'response': ['酸中毒']}, {'type': 'Drug', 'response': ['碳酸氢钠']}, {'type': 'Symptom', 'response': ['None']}]"
3.儿童处于生长发育期，因此更可能由于化疗药物及放疗对生长发育中的机体器官的损伤造成生长发育障碍及远期的脏器功能不良。,"[{'type': 'Disease', 'response': ['生长发育障碍', '脏器功能不良']}, {'type': 'Drug', 'response': ['化疗药物']}, {'type': 'Symptom', 'response': ['None']}]"
（4）胰岛素的注射方式有较多选择，如注射针、注射笔、无针喷射装置及胰岛素泵等，目前已经有较多青少年1型糖尿病患者采用胰岛素泵持续皮下输注胰岛素（CSII）疗法，用此法与传统的胰岛素注射方案比较，可以增加患者吃主餐和点心的时间灵活性，可以改善代谢，减少严重低血糖的危险。,"[{'type': 'Disease', 'response': ['1型糖尿病', '低血糖']}, {'type': 'Drug', 'response': ['胰岛素']}, {'type': 'Symptom', 'response': ['None']}]"
继发于感染等疾病的播散性血管内凝血（DIC）是由于凝血因子、血小板的大量消耗或纤溶亢进，导致严重的出血；使用抗凝药物引起出血者偶或见之。,"[{'type': 'Disease', 'response': ['感染', '播散性血管内凝血', 'DIC']}, {'type': 'Drug', 'response': ['抗凝药物']}, {'type': 'Symptom', 'response': ['None']}]"
长期禁盐，过多应用利尿剂以及呕吐、腹泻均可导致低钠血症及低钾血症。,"[{'type': 'Disease', 'response': ['低钠血症', '低钾血症']}, {'type': 'Drug', 'response': ['利尿剂']}, {'type': 'Symptom', 'response': ['None']}]"
积极治疗颅内感染；纠正代谢失常；对复杂性热性惊厥可预防性用药，每日口服苯巴比妥3mg/kg，或口服丙戊酸钠每日20～40mg/kg，疗程数月至1～2年，以免复发；对于癫痫患者强调规范用药。,"[{'type': 'Disease', 'response': ['复杂性热性惊厥', '癫痫', '颅内感染']}, {'type': 'Drug', 'response': ['苯巴比妥', '丙戊酸钠']}, {'type': 'Symptom', 'response': ['None']}]"
其他如氯米帕明（氯丙米嗪，起始剂量25mg，睡前服1次）和氟伏沙明治疗抽动-秽语综合征伴发强迫观念和行为有效的报道。,"[{'type': 'Disease', 'response': ['抽动-秽语综合征']}, {'type': 'Drug', 'response': ['氯米帕明', '氟伏沙明', '氯丙米嗪']}, {'type': 'Symptom', 'response': ['None']}]"
最近，Nagaoka等报道一种新型免疫抑制剂——咪唑立宾（mizoribine），用于儿童IgA肾病治疗，该药安全、易耐受，可长期服用，并能显著减少蛋白尿和血尿程度，重复肾活体组织检查证实肾组织病变程度减轻。,"[{'type': 'Disease', 'response': ['肾组织病变', '蛋白尿', '儿童IgA肾病']}, {'type': 'Drug', 'response': ['咪唑立宾', 'mizoribine']}, {'type': 'Symptom', 'response': ['None']}]"
中医中药治疗IgA肾病也有一定疗效，对于中等程度的蛋白尿，使用雷公藤多甙片1mg/（kg•d）治疗3个月，可获明显疗效。,"[{'type': 'Disease', 'response': ['蛋白尿', 'IgA肾病']}, {'type': 'Drug', 'response': ['雷公藤多甙片']}, {'type': 'Symptom', 'response': ['None']}]"
常见外源性诱因包括细菌、病毒等感染（脐炎、败血症、腹泻等）或药物（抗疟药、磺胺类、萘类等）所致，后者可因新生儿用药或母亲服药通过胎盘或母乳进入患儿体内引起。,"[{'type': 'Disease', 'response': ['脐炎', '腹泻', '败血症']}, {'type': 'Drug', 'response': ['磺胺类', '抗疟药', '萘类']}, {'type': 'Symptom', 'response': ['None']}]"
